mcgee,1
pdf,509
cure,5
inequality,51
dayna,1
bowen,3
matthew,125
treating,8
heal,2
america,182
date,754
privilege,12
sociocultural,1
edited,30
indigo,4
esmonde,1
angela,6
booker,1
ruha,1
benjamin,7
sasha,3
savvy,6
ariel,2
alston,1
earlier,172
you’re,91
media,3014
michael,319
berhane,1
loretta,1
cheeks,1
effik,1
advocate,14
aicha,1
vehicle,79
zoox,2
yeshimabeit,3
milner,17
executive,76
hadiyah,1
mujhid,1
hbcuvc,1
sofia,2
ongele,1
coder,1
activist,12
redawn,1
award-winning,38
app,258
survivors,2
domestic,20
abuse,6
loved,17
meme,1
styles,5
measure,163
bria,1
sullivan,18
stack’d,1
tristan,3
walker,11
saron,1
yitbarek,1
creator,19
codenewbie,1
biomolecular,1
tayloria,1
adams,10
properties,307
cell,207
microfluidic,1
devices,272
electric,17
currents,5
motion,86
membrane,2
capacitance,1
cellular,109
label-free,1
markers,5
holds,62
patent,35
postdoctoral,119
fellow,265
prestigious,47
coordinating,12
engagement,354
minoritized,26
classroom,64
nsf-funded,19
pheather,1
harris,43
alliance,18
environmental,120
factors,111
causing,21
leave,135
pursuing,32
strength,44
ancestors,42
channel,51
wildest,1
timothy,30
downing,5
uncover,8
epigenome,2
replication,64
million,270
broaden,5
schoolers,10
innovator,37
shed,6
light,184
cues,6
give,503
rise,26
disease-driving,1
epigenetic,12
mutations,13
discovery,89
reflect,174
remember,137
self,296
edges,1043
live,134
represents,96
authentically,1
incredible,23
happen,60
roderic,49
crooks,95
intersections,55
working-class,5
dispute,6
proliferation,6
data-intensive,20
enforcement,21
financial,61
services,492
vital,34
sites,181
civic,11
concern,15
exempt,3
histories,18
anti-black,1
states,245
enmeshed,1
harm,9
interlocking,20
hierarchies,15
citizenship,5
wealth,6
sexuality,14
increased,47
willingness,3
consider,439
central,65
ian,27
2004,730
secure,178
language,255
security,554
phone-based,1
attacks,68
formalization,3
specifications,15
cyber,87
evaluate,81
iot,241
capture,65
flag,23
icts,24
epidemiology,24
berd,43
2012,676
streamlined,1
processes,78
operate,32
sync,13
one-stop,22
shop,56
affiliated,27
needing,6
collaborate,46
chapman,29
organized,53
sessions,89
workshops,112
dei,6
expose,8
urm,1
middle,113
crisis,75
conscience,1
pertains,3
citizenry,1
laws,39
unfortunately,39
situation,69
initiated,13
gets,91
forgotten,27
moves,106
fashionable,1
truly,50
weary,1
well-doing,1
sustain,3
authentic,8
selves,3
aaas,43
fellows,90
january,1054
27,421
jan,171
26,328
distinguished,354
cadre,1
achievements,50
administration,30
government,86
communicating,21
interpreting,9
inductees,58
rina,33
dechter,48
paul,229
dourish,97
annie,20
qu,44
congratulations,54
esteemed,11
lifetime,39
